user_id,products,reviews
10680353,47,1
10685166,57,10
10691195,24,2
10731107,17,1
10862963,62,3
10902008,21,2
11118208,51,2
11126437,58,7
11127372,38,14
12214141,22,6
12257905,161,54
12280757,27,4
12284440,54,1
12470248,78,3
12513036,20,1
12519390,15,1
12519971,37,3
12572421,8,2
12739996,53,4
12899336,59,1
12914256,34,2
12919944,319,22
12975428,136,2
13080720,117,2
13093462,672,18
13132596,36,2
13245708,70,7
13385847,37,6
13461483,25,3
13470057,14,1
13540463,57,1
13597837,30,1
13676595,45,1
13731337,59,6
13758495,28,2
13837705,12,3
14235862,48,2
14287159,32,2
58006,53,1
75748,184,7
108608,22,2
128298,164,24
286781,43,1
287089,13,1
376576,66,1
415954,10,1
458170,65,3
484155,33,1
530320,31,7
550971,51,5
603516,9,2
678225,129,4
678263,112,6
700168,65,2
701685,30,11
916775,14,3
918602,47,5
984030,15,1
986099,18,1
1012207,22,2
1025761,15,1
1111621,19,2
1493418,78,13
1576947,41,2
1583345,29,5
1678022,13,1
1717256,54,2
1769685,8,1
1783087,16,1
1794978,68,1
1899305,0,1
1905053,32,3
1948857,13,1
1955854,8,1
2030031,0,1
2066524,4,1
2087840,5,1
2093658,103,5
2100612,229,11
2109253,10,5
2181487,3,1
2221364,16,4
2356920,151,31
2375425,8,2
2465811,218,89
2651984,11,1
2655473,22,1
2671617,69,16
2675133,34,4
2681934,66,2
2714107,14,1
2718121,28,2
2719368,11,1
2809067,4,3
2863917,15,12
2945368,85,2
3131731,31,1
3156957,40,27
3175479,35,7
3196007,9,1
3210523,18,4
3215387,14,5
3228063,62,13
3245405,119,1
3392166,38,4
3492394,224,7
3499043,5,1
3533759,30,4
3832819,69,3
3852508,20,1
3857364,46,3
3898707,8,2
3965080,18,3
3988108,0,1
4035532,12,1
4247005,0,1
4366057,67,29
4557664,10,6
4594842,11,1
4622598,0,1
4661134,10,1
4722202,0,1
4817339,2,1
4836154,5,1
4902679,7,2
5643502,67,2
8523847,508,2
11153833,1662,40
11875872,382,1
11887425,216,1
13816068,227,6
516558,239,4
1427592,178,6
1529430,345,1
2834544,55,2
3239436,106,1
3444809,42,1
4605915,429,6
5174009,70,1
5603097,149,15
5742732,254,7
5910321,120,4
6224859,128,3
6252531,468,8
6388078,187,11
6395948,108,1
6591013,93,6
6650543,439,7
6789088,141,7
7162899,97,7
7471741,255,3
7608790,155,2
7614644,689,181
7698176,1067,5
7770506,382,3
7812388,554,7
7884528,394,2
7910090,33,1
7956884,966,31
8132246,186,3
8395063,184,10
8437386,100,1
8550501,138,5
8614894,1218,30
8746763,637,13
8907190,65,22
9026551,196,9
9116625,546,51
9226077,49,3
9229237,3201,7
9278241,36,1
9336045,631,104
9404949,236,8
9523239,222,1
9725255,410,2
9820406,1280,14
9907757,1111,3
9921347,389,1
9959198,240,2
10200573,504,24
10230743,170,14
10331835,498,9
10541667,910,30
10803808,74,6
11070065,284,66
11185830,273,21
11192773,122,15
11204473,214,18
11213858,2399,20
11214665,203,3
11217088,1712,210
11221197,95,2
11221941,507,20
11223451,180,14
11237845,70,5
11243149,105,7
11293247,76,12
11322965,41,5
11331116,147,4
11356042,91,6
11383758,452,19
11397484,303,3
11419675,803,21
11454038,67,13
11454045,200,3
11501026,88,1
11504416,804,16
11526259,60,2
11572814,91,1
11652454,141,1
11656721,295,45
11738357,84,3
11764636,64,1
11834609,59,4
11886026,95,1
11908421,357,12
11943871,678,6
11951545,236,4
11980699,244,5
11994281,149,1
12020770,20,2
12039691,126,2
12052665,57,1
12064969,55,1
12073883,153,1
12086910,277,14
12106830,102,1
12111268,87,4
12111927,1135,10
12118039,23,3
12122709,63,2
12138629,463,15
12161689,570,2
12169662,207,1
12185473,608,2
12400012,284,5
12448658,359,5
12665589,895,4
12669433,148,4
12702270,262,3
12751371,455,8
12767492,68,13
12830288,77,5
12934475,261,9
13093085,293,14
13267612,561,17
13360276,278,4
13421912,183,2
13649400,393,5
13688594,166,3
13700365,187,12
13702940,106,11
13831768,90,8
13866198,223,2
13888449,72,1
13922477,75,3
13954322,447,3
13992914,29,3
14012318,960,4
14016486,25,3
14175687,139,3
14178893,86,1
14194342,112,2
14196188,287,1
14266878,218,3
41663,41,5
61179,161,3
71106,141,1
208891,417,5
245275,45,1
445479,44,2
505252,239,4
708439,549,7
885482,165,7
1112378,55,1
1181934,372,1
1208805,110,6
1228168,185,17
1378472,290,10
1381358,134,22
1525116,184,7
1675692,402,3
1750871,71,1
1796390,126,2
2061406,272,4
2381838,20,1
2490128,51,1
2493066,83,1
2529689,306,17
2701875,17,1
2865635,148,9
2885811,255,6
2944360,51,4
2990320,253,19
3040472,110,4
3104213,402,6
3124787,96,2
3128500,46,7
3165804,85,1
3251630,195,11
3296347,182,7
3469371,281,25
3494628,100,10
3507664,115,3
3566585,19,1
3772866,77,2
3787301,74,1
3809015,153,1
3817294,125,1
3836315,129,3
3839217,183,2
3851743,494,52
3969187,19,5
3977539,78,3
3998771,262,3
4042606,238,8
4185135,488,14
4216995,57,1
4227267,137,3
4235024,190,3
4250855,121,1
4251619,137,1
4257134,72,1
4271265,400,6
4330434,175,6
4342857,37,3
4367778,130,23
4375610,120,4
4393775,97,6
4499389,132,12
4618910,162,1
4765242,281,1
4781711,209,33
4857887,0,1
4892180,110,1
4920028,34,4
4960072,86,1
4974760,12,2
5011577,175,3
5015227,89,3
5037449,8,1
5112655,175,1
5167605,182,1
5168858,208,2
5188238,443,8
5217385,53,4
5248426,84,5
5281162,35,1
5287165,83,17
5292321,68,3
5311433,76,1
5421439,106,4
5430148,807,28
5442956,42,1
5459143,138,10
5496738,568,12
5551107,104,15
5567650,130,1
5570814,98,2
5624049,148,16
5644278,668,67
5742186,421,69
5762655,316,1
5854313,36,1
5874381,170,3
5877941,76,1
5882439,67,1
5884116,37,1
5885394,147,16
5936487,52,33
5948265,67,2
6017852,28,1
6021526,285,3
6074277,157,2
6111118,65,1
6156999,114,18
6222092,183,6
6276575,70,5
6277816,56,3
6417376,77,7
6449719,86,2
6465153,11,1
6483005,685,59
6494012,6,1
6522869,224,18
6525769,72,3
6533907,52,1
6545162,10,1
6567936,67,1
6575057,88,1
6646886,191,2
6687473,50,6
6705373,31,1
6742651,224,14
6767373,21,2
6846166,105,2
6855093,22,2
6856935,6,1
6858089,153,4
6865917,44,1
6875921,74,8
6878309,3,1
6879914,12,1
6890004,38,1
6900307,99,1
6960974,30,15
7002163,111,4
7023673,32,5
7041469,22,1
7139539,116,2
7254536,58,3
7259718,140,16
7262227,58,19
7303154,92,2
7324712,179,1
7337701,252,7
7373942,25,4
7461877,85,2
7475194,206,59
7478403,151,22
7484072,9,1
7498564,48,2
7554576,111,2
7641449,244,5
7738871,76,7
7751968,23,2
7764181,130,16
7795123,31,4
7861957,87,2
7867765,38,1
7876176,229,19
7914725,82,27
7933918,33,1
7986048,27,7
8011253,95,1
8028118,88,2
8059639,73,1
8066887,35,2
8121983,122,4
8244307,113,6
8302428,174,18
8309340,39,1
8310923,233,35
8395351,87,2
8470641,24,2
8476970,7,1
8508781,89,1
8599480,412,6
8624269,51,1
8655617,89,1
8686352,164,10
8704761,98,4
8711070,61,1
8761984,3,1
8767472,18,1
8808091,208,12
8818377,164,6
8826583,3,1
8873657,101,14
8889865,65,2
8943543,71,1
8947184,61,1
8949883,104,19
8976170,39,2
8994239,34,3
9011133,33,2
9057316,65,11
9115109,41,1
9155297,33,12
9164639,96,8
9174993,138,6
9229220,150,5
9341094,125,2
9409985,189,12
9592817,88,27
9593260,71,6
9596116,18,5
9630572,41,3
9636119,40,1
9701856,28,3
9737351,112,15
9903409,112,11
9962425,73,34
10052212,43,13
10072488,50,7
10087425,19,1
10126830,239,2
10201918,21,2
10219507,133,1
10222657,57,1
10246254,56,3
10248159,19,1
10471270,52,15
10512065,102,6
10552701,180,5
10553141,15,2
10566046,9,2
10596184,23,1
10611641,128,10
10623621,35,5
10653376,75,3
10671506,90,1
10715141,11,1
10721185,102,1
10745445,39,3
10803079,50,3
10829721,53,2
10838645,39,3
10859708,59,6
10875176,30,1
10908399,97,5
10940772,202,3
10986221,104,15
11090639,60,1
11099473,25,2
11124480,58,7
12210112,20,2
12218188,20,3
12228144,21,2
12289814,32,1
12341758,42,7
12402446,29,5
12482770,19,1
12530735,50,3
12850818,190,8
12909318,41,1
12913695,29,2
12928169,40,1
13010773,87,2
13059155,0,1
13141291,33,1
13171061,22,3
13207635,99,35
13244162,72,5
13304969,41,1
13317727,119,2
13337377,7,1
13345138,17,1
13385695,76,2
13412987,22,9
13456981,91,3
13460440,119,24
13516807,10,1
13558700,86,8
13666955,42,1
13667711,13,1
13737257,55,4
13803664,12,2
13808065,56,1
13921045,10,1
14072870,67,1
14087028,29,9
14114189,74,1
14295981,20,2
14297094,42,8
106257,124,40
162805,10,1
169986,115,9
202562,23,2
207768,15,1
270905,25,6
379476,34,2
438215,290,25
443140,18,3
537588,10,1
554316,11,4
557083,46,1
616199,49,2
626781,50,6
636595,21,2
641510,60,3
885906,8,1
913958,80,4
923520,10,2
935556,68,12
991441,7,1
994821,5,3
1009438,4,1
1048631,16,1
1059223,23,4
1098628,34,10
1134740,56,2
1191709,30,1
1211225,17,1
1247293,79,18
1314757,66,3
1318379,59,5
1325623,48,15
1380858,23,1
1388626,0,1
1424775,26,1
1499618,148,12
1593999,10,2
1597320,4,2
1615987,41,2
1642769,22,12
1769201,5,1
1782572,40,3
1810716,25,2
1841018,56,7
1975512,0,1
2155614,131,8
2157142,193,2
2168095,7,1
2191696,57,7
2248046,11,5
2289269,44,3
2289494,705,3
2332487,14,2
2334335,5,1
2369518,15,1
2419507,24,1
2535935,15,1
2546725,196,363
2616293,5,5
2680716,14,2
2693631,11,1
2701299,54,4
2702282,37,2
2746480,3,1
2764920,5,2
2791596,9,1
2842565,6,2
2845160,18,1
2861657,40,2
2907581,6,2
2979786,19,1
2980016,6,1
3009668,49,8
3049475,4,1
3066052,15,4
3104364,38,1
3107772,6,1
3139528,5,1
3224611,14,1
3316345,17,1
3353668,69,1
3393161,0,1
3431782,33,1
3447665,32,10
3522064,10,1
3665132,22,5
3722699,8,1
3829235,72,14
3839109,4,1
3844694,4,1
3901854,14,3
4013085,0,1
4072249,5,1
4109856,28,4
4411822,4,1
4651822,6,3
4710886,0,1
11387699,108,6
2134546,815,15
3442951,96,2
3869232,330,7
4692554,45,3
7353922,506,1
9174829,211,3
11165111,87,1
11626055,379,5
12140684,405,1
14281905,187,1
181901,582,1
222027,199,5
436668,242,4
596770,814,6
779260,1411,137
1423082,529,1
2924404,201,19
3242991,581,1
4795961,202,15
5360287,56,2
5823818,54,1
5855722,205,4
5957434,435,8
6111703,46,1
6162401,397,9
6269052,891,22
6791439,209,14
7201682,350,13
7412762,32,1
7427433,48,2
7618571,274,2
7756182,118,10
8170817,906,1
8482264,466,10
8557356,84,2
8593193,721,12
8593626,180,14
8749609,229,3
8868362,87,1
9012646,154,49
9076444,124,17
9122646,103,9
9131253,207,2
9465517,673,2
9479045,88,1
9966599,296,1
9973499,19,2
10033505,82,2
10136544,544,3
10198015,754,20
10519325,4639,9
10759145,28,1
10776577,411,36
10864031,378,5
11014613,105,1
11177169,351,12
11188542,231,3
11201146,110,1
11323777,390,1
11337386,193,7
11341661,1501,4
11361955,136,1
11371261,394,3
11394971,482,3
11415110,186,6
11442550,202,4
11466840,980,11
11537338,195,7
11541429,479,3
11568778,105,7
11577179,757,1
11622000,41,1
11642396,65,2
11642679,182,7
11643278,1164,16
11689238,46,1
11704210,463,4
11719299,222,1
11722656,188,1
11762516,256,4
11795296,1171,1
11820228,257,1
11890425,174,1
11929026,592,34
11960452,135,18
11980653,353,3
11986360,274,6
11991054,249,25
12009828,75,1
12083513,1401,4
12085240,55,3
12087901,173,10
12093868,109,1
12097535,161,3
12097963,77,3
12101281,1073,99
12103564,93,2
12110800,92,19
12126058,29,1
12156316,171,3
12159920,144,1
12202781,14,1
12264011,254,2
12329631,66,1
12344990,178,4
12438928,354,2
12526056,453,5
12548838,249,3
12561906,574,4
12638638,75,6
12720131,170,1
12778680,338,27
12930154,264,7
13001516,216,5
13268937,352,4
13418702,136,8
13583850,1057,10
13594806,63,1
13637976,68,5
13887471,205,3
13906532,612,57
13920698,40,3
13948101,259,11
13970639,21,1
13989414,640,34
14043495,194,5
14047801,28,2
14090850,329,2
14099414,853,5
14190464,176,11
14270109,105,1
176397,35,1
326693,150,3
425364,2365,6
572755,127,7
738383,15,1
1145794,96,4
1212881,337,2
1329214,108,4
1340351,1091,33
1384267,108,1
1448411,262,3
1465463,132,10
1485758,76,3
1487176,319,45
1577568,484,22
1579099,63,3
1660307,60,4
1736604,202,1
1914796,181,8
1993250,68,2
2068540,766,13
2097884,112,25
2188606,469,1
2314083,152,5
2336088,94,3
2485436,89,3
2501651,31,1
2533871,207,57
2559797,152,24
2796925,171,19
2879732,674,125
2983357,469,47
3208835,177,2
3433281,12,2
3515158,73,2
3545762,160,2
3547574,47,3
3549261,84,2
3655535,88,3
3749051,33,1
3768712,189,5
4035091,218,7
4051532,49,2
4162838,126,2
4175758,83,14
4175960,1627,78
4224823,95,8
4226174,104,3
4334912,147,2
4391803,65,1
4407781,88,1
4534152,40,2
4587894,207,10
4629541,211,39
4748216,33,1
4765263,248,40
4784562,202,2
4799076,19,1
4863327,371,2
4896091,708,6
4949641,363,28
4952010,536,21
4967542,36,4
4987418,131,4
5059962,60,1
5102135,410,3
5139292,96,7
5166691,103,1
5171492,38,11
5265990,68,3
5279034,1162,8
5314642,72,2
5371017,68,3
5400006,83,1
5409474,0,1
5418867,222,4
5458314,49,1
5464894,131,10
5475192,215,43
5485619,151,3
5489480,79,1
5540340,121,9
5540901,93,3
5553120,187,7
5557319,162,1
5590256,90,29
5594100,168,8
5613699,403,204
5622017,30,2
5736100,298,2
5742785,155,13
5826677,153,44
5846579,19,2
5957984,90,10
5962368,106,5
6011260,30,1
6034901,210,8
6037338,205,8
6064889,483,5
6069536,178,31
6073443,48,1
6080244,40,3
6092582,75,4
6104192,24,1
6111479,283,16
6116414,66,4
6132431,2742,7
6132998,69,4
6142360,188,25
6148340,170,50
6157025,53,1
6177567,98,15
6196721,70,1
6223082,35,4
6242034,234,24
6272742,113,2
6275120,164,3
6316785,363,18
6349656,392,21
6358885,111,1
6374343,59,12
6402011,81,1
6457307,145,32
6484281,30,3
6513102,94,1
6554079,218,11
6565757,25,6
6597365,405,14
6649573,77,5
6714145,18,3
6729137,62,3
6740355,36,1
6806771,148,2
6810895,82,8
6858690,121,22
6928623,609,28
6951903,121,5
6976445,34,1
6998518,59,3
7098783,199,5
7115933,25,1
7132054,51,9
7166569,53,1
7178707,21,2
7182216,157,3
7252125,34,2
7279220,138,12
7307193,15,1
7383842,6,1
7503679,23,2
7577004,9,1
7659436,1208,70
7710446,40,2
7730138,37,5
7738900,156,2
7789413,35,1
7796059,23,1
7877603,116,7
7883408,65,1
7912253,78,7
8029893,76,2
8039490,84,10
8072101,86,5
8073095,46,1
8089957,34,5
8098233,63,4
8154162,63,2
8191636,328,9
8282376,2,2
8289399,18,2
8337144,59,8
8340308,83,1
8353518,100,22
8422782,170,12
8442239,40,4
8491098,42,1
8585906,133,6
8641133,77,11
8643277,92,1
8653623,147,8
8755764,35,2
8765713,54,6
8781120,119,6
8852535,650,12
8933649,35,6
8949803,63,10
8968147,8,2
9009486,100,10
9069966,15,3
9089668,10,2
9090103,27,1
9109950,106,10
9115977,47,6
9168781,17,2
9191496,82,3
9195796,40,9
9202716,136,4
9223365,160,15
9271650,12,1
9346317,70,11
9401312,29,1
9456000,49,5
9471435,4,1
9497574,47,2
9513807,206,8
9547722,86,8
9560090,109,5
9567014,90,12
9650854,1108,239
9816205,33,1
9840031,70,3
9882046,54,6
9886047,114,6
9923968,0,1
9950692,140,36
10023483,8,1
10245495,28,11
10343968,10,1
10412602,44,2
10465323,57,1
10476810,23,3
10532481,207,6
10548225,127,5
10552632,7,1
10603236,129,5
10642704,24,1
10710184,132,24
10798426,13,6
10805805,50,4
11009883,173,46
11060508,42,3
11133286,22,1
12219209,120,5
12289307,155,1
12290491,101,1
12425552,38,1
12499746,20,4
12502868,59,5
12534081,38,10
12569982,41,2
12662395,214,8
12679618,106,1
12783091,89,4
12783858,117,26
12842737,61,1
12916596,109,4
12926883,58,5
12944794,61,1
12979771,44,4
13087314,26,1
13203654,21,2
13264396,52,2
13414924,9,1
13430448,74,14
13474765,179,6
13506262,23,1
13563605,29,1
13646685,85,8
13649034,66,1
13688353,105,42
13700256,54,2
13706486,0,1
13778279,4,4
13791409,5,1
13826608,15,2
13827444,49,3
13970438,24,2
14038128,20,3
14081716,46,8
14175874,12,1
14282851,216,13
37298,12,5
87182,53,13
525565,16,1
541523,57,2
564014,20,3
636839,119,9
695953,73,2
715029,63,20
758841,19,2
816856,102,7
820070,38,4
889057,8,1
904016,219,3
907159,82,1
927353,28,2
928608,5,1
928761,24,1
942445,12,3
958170,11,1
1009098,19,1
1019609,11,2
1074219,22,1
1155057,26,8
1234064,38,5
1286001,19,3
1524069,20,1
1551657,47,5
1574679,123,17
1585722,6,1
1612064,17,4
1632065,74,5
1636771,39,7
1656534,13,1
1656755,5,1
1711055,41,1
1712376,11,8
1741281,22,1
1760015,33,2
1850691,0,1
1957941,69,11
2086530,35,3
2132352,6,1
2141561,58,13
2162593,31,2
2167526,42,1
2246288,4,1
2266971,45,4
2285336,43,1
2309361,8,5
2331272,4,2
2356678,30,4
2401565,106,29
2417876,26,7
2476209,4,1
2518019,11,4
2587016,3,2
2602015,18,1
2671697,23,1
2725688,20,2
2745089,16,4
2763743,44,6
2814200,15,1
2881441,7,1
2890006,7,3
2947922,3,1
2949133,28,1
2963006,10,2
3010925,14,3
3041482,38,17
3283735,71,6
3309830,9,1
3319235,4,1
3370927,30,10
3534305,15,3
3544871,9,3
3568285,3,1
3641058,13,1
3818817,270,18
3833386,3,1
3898234,14,1
3900566,27,3
3907827,88,3
3960574,25,2
4024860,37,2
4195739,21,1
4638307,9,1
4722855,2,1
4740102,0,1
1537121,2196,3
5421495,192,7
8715330,343,4
8895757,703,4
9855970,251,1
11553763,186,1
12138896,871,2
181220,2613,48
536958,5387,25
684795,175,4
940053,349,8
1652884,701,21
4128198,145,3
4267720,224,6
6096465,64,1
6303215,132,6
6558859,396,9
6815098,77,1
6879135,640,49
7012929,338,9
7239938,197,2
7355301,82,7
7437239,204,3
7610990,1046,71
7649706,313,2
7828358,259,12
8181289,643,4
8214077,95,1
8326332,4115,33
8406395,67,2
8458062,208,1
8490773,490,12
8611091,56,4
8782078,310,3
8951926,225,7
8970770,275,26
8971216,288,27
9063226,235,6
9127565,100,3
9152955,822,6
9224682,177,2
9331541,461,2
9461891,157,2
9471960,514,3
9665049,237,1
9712190,153,2
10008204,478,3
10226316,384,41
10289267,358,3
10383405,398,32
10415962,209,2
10534454,481,44
10809856,119,3
10876718,212,21
11037719,67,5
11058990,100,4
11085186,131,3
11092141,138,6
11156666,397,1
11159083,113,1
11166750,1708,16
11177798,42,2
11184139,1272,37
11184214,87,4
11193537,165,20
11222893,1039,7
11229088,271,24
11230891,715,10
11252205,212,9
11258138,283,1
11292880,160,3
11295653,298,5
11297355,47,1
11313628,58,1
11340464,82,2
11353907,59,1
11378485,417,4
11381105,314,4
11442084,141,13
11446132,53,2
11489193,212,3
11500496,45,2
11525605,87,2
11536294,133,1
11546152,128,1
11649166,19,1
11708203,160,4
11774542,23,1
11793988,611,1
11799760,100,1
11802539,250,3
11815796,78,1
11826116,59,2
11852028,104,2
11886756,269,1
11906456,217,5
11908134,139,1
11960565,8825,53
11980495,180,1
11982219,92,2
12032440,113,27
12055097,226,8
12077492,164,4
12079686,273,2
12168063,315,26
12178375,1069,8
12186385,111,7
12267446,356,2
12302022,129,2
12343969,18,4
12416407,87,3
12551972,207,12
12619181,33,1
12702213,427,20
13008202,198,5
13112899,133,16
13158527,389,4
13189062,225,1
13194751,263,2
13198007,184,8
13312882,195,35
13342278,158,3
13399104,164,2
13426436,59,2
13461039,265,17
13492404,47,13
13785155,34,1
13907882,388,10
13920663,27,6
13937054,109,1
13958002,64,1
13961948,203,1
13996756,10,1
14050242,146,2
14120248,367,19
14142428,818,3
14276886,119,8
14281940,102,12
5701,367,6
93675,52,3
261528,54,2
410191,8,1
455093,2339,2
509860,158,4
690303,133,2
849300,150,1
906562,106,5
1043912,99,1
1052962,83,9
1158439,428,10
1160737,242,18
1161663,516,3
1396031,31,9
1425211,917,8
1479524,144,3
1525301,190,24
1551006,2,2
1681355,262,9
1752882,224,2
1791704,70,2
1931068,194,21
1951826,127,2
2178433,2499,24
2402123,154,6
2461767,20,1
2648121,168,1
2722799,112,2
2854437,183,2
2916219,62,6
2948236,142,7
3003238,181,1
3012702,271,6
3039447,16,1
3042426,92,3
3168114,76,20
3239906,22,2
3250058,109,2
3258709,64,1
3304911,413,6
3326941,698,11
3366539,277,3
3572080,256,12
3576213,204,2
3639036,182,1
3682607,155,39
3687395,148,8
3828686,65,1
3905653,69,3
3982786,156,14
3988623,78,4
4005507,325,11
4121095,110,7
4198026,15,1
4283433,116,1
4311002,176,20
4318940,136,4
4352975,73,1
4363340,163,6
4367544,278,3
4382658,523,38
4388414,564,34
4430267,282,1
4442406,54,1
4472703,22,4
4477327,192,11
4647117,533,36
4784032,199,23
4828104,55,2
4886337,163,12
4904873,294,26
4928130,172,23
4939593,82,10
4943668,250,1
4949851,111,21
4968596,266,42
4971658,17,1
5036310,217,21
5036420,17,3
5064071,74,4
5146498,236,20
5147669,122,6
5161645,100,2
5204870,614,37
5235850,96,1
5508938,232,2
5513384,94,8
5520019,211,2
5546409,209,9
5559427,157,4
5611113,67,1
5620638,21,2
5662431,89,2
5726174,8,2
5739775,410,18
5768634,239,13
5814578,125,3
5836482,136,13
5838957,266,16
5916321,80,7
5918191,6,1
5938841,62,1
5959061,98,2
6023855,227,31
6053803,104,2
6060424,190,8
6072993,147,1
6103477,93,1
6145703,62,10
6220932,74,1
6229561,280,10
6244971,147,10
6275989,100,1
6309495,127,1
6319563,218,4
6354977,595,5
6372311,235,1
6408349,77,1
6423814,123,2
6478612,178,6
6512644,203,8
6520559,69,1
6528309,83,2
6566458,134,19
6625166,149,3
6631422,83,5
6645759,6,1
6657851,349,35
6741043,69,8
6765045,36,8
6773561,96,1
6818124,135,7
6849635,27,11
6849875,20,1
6902640,543,11
6911806,38,2
6935144,82,6
6967176,43,1
6975570,79,17
7048328,35,1
7064592,132,2
7073075,19,2
7088641,47,2
7113316,34,1
7139795,582,2
7145219,240,4
7183691,49,1
7200135,158,3
7209981,33,1
7210024,187,1
7243430,183,11
7246400,90,11
7286776,21,6
7306991,95,3
7308330,72,1
7408411,23,1
7508439,251,1
7524119,77,20
7573121,157,3
7602149,71,1
7607546,107,3
7655054,20,1
7668225,50,6
7674652,124,3
7775528,55,4
7778036,5,1
7869071,156,1
7930842,195,8
7943827,91,1
7964688,82,1
7973832,15,2
8024740,166,15
8027655,138,61
8031837,78,4
8032499,274,2
8038605,124,1
8062144,258,71
8068964,19,2
8088986,65,2
8090154,23,1
8105289,152,8
8116586,0,1
8123072,16,1
8134943,225,2
8150989,14,1
8246406,160,13
8271733,108,50
8333231,70,8
8339688,0,1
8392829,80,4
8397646,88,2
8417475,93,1
8451273,24,3
8460176,126,7
8544979,54,2
8599001,16,1
8657547,68,3
8665096,11,1
8704831,111,14
8709936,149,5
8777097,241,5
8815492,42,11
8916564,376,11
8947348,97,1
9032814,70,8
9047647,78,1
9053878,104,7
9091174,284,23
9145339,18,1
9145372,105,27
9147405,31,8
9148216,173,26
9219172,618,44
9419408,31,2
9534995,140,3
9555043,90,1
9563722,84,2
9582644,87,3
9585064,120,22
9591316,30,1
9601814,60,1
9603958,9,2
9630557,7,1
9680253,68,3
9721932,548,17
9770410,11,1
9797902,37,5
9849702,31,4
9867754,16,5
9881043,120,8
9902028,31,1
9909164,67,1
10059692,94,2
10068259,3,1
10112044,2,1
10113578,25,4
10167155,153,4
10179361,28,1
10308853,123,2
10337330,51,5
10396555,98,1
10491983,7,1
10499975,345,11
10517980,168,3
10534105,56,3
10566905,21,1
10567391,10,4
10629666,18,1
10639402,14,7
10660803,76,12
10753929,43,2
10938044,123,6
11016387,171,31
11102828,91,4
11146441,6,2
11151014,126,11
12221889,11,1
12276997,116,28
12305231,38,13
12359405,110,3
12397920,14,2
12447985,261,3
12463711,63,8
12500520,213,14
12579467,12,2
12598074,67,4
12635590,53,1
12647001,45,2
12655677,142,21
12790757,28,7
12792074,244,7
12804730,49,3
12912059,18,1
12956902,26,2
12991049,21,1
13021416,237,5
13073598,28,4
13348037,67,4
13397600,22,1
13438447,60,4
13522596,6,1
13526339,5,1
13567157,19,1
13599898,4,1
13677937,38,3
13737157,132,1
13772412,35,1
13840447,105,10
13846582,3,1
13884847,533,4
14077465,31,4
14114394,119,5
14148896,6,2
14194613,9,1
14226382,28,1
14248121,10,2
14090,40,9
14387,118,24
70722,9,1
295082,36,9
321248,22,3
358729,29,1
509796,100,3
597963,36,12
627422,0,1
630508,61,1
632921,43,1
683872,26,6
688228,35,1
697182,29,3
744291,6,1
775455,17,1
808675,26,3
851258,79,36
894839,25,1
929827,6,1
1078867,114,11
1079600,26,1
1095313,75,1
1102564,16,1
1136046,80,9
1139078,8,2
1165408,41,2
1208153,0,1
1230946,45,1
1318201,5,2
1367155,40,1
1372418,125,1
1380749,19,4
1396977,51,3
1419279,37,2
1451978,223,5
1471638,5,2
1521954,8,1
1534543,119,16
1549765,13,2
1603223,14,2
1629245,19,2
1645634,44,2
1666382,19,1
1666488,47,1
1710592,68,5
1737832,45,2
1758369,2,1
1808609,18,4
1853723,162,52
1857876,55,2
1939237,54,6
1966317,26,3
1999022,11,1
2007421,40,2
2049950,54,5
2081374,61,2
2081869,33,11
2200896,0,1
2232512,35,4
2247836,17,4
2286564,3,1
2294599,0,1
2325184,22,3
2381929,39,9
2414550,37,2
2429984,100,160
2444262,64,6
2659741,7,4
2715567,3,2
2738171,32,6
2776201,2,2
2797789,30,1
2836884,15,6
2897748,23,1
2918846,18,1
2946498,4,1
2985717,7,1
3009152,26,2
3040580,74,5
3091887,13,1
3099406,20,3
3168003,43,1
3186788,33,1
3204484,23,2
3283134,19,4
3298733,6,1
3467239,23,2
3497399,12,1
3526971,64,3
3643439,7,2
3663727,49,5
3669350,3,2
3673832,14,1
3739743,23,1
3786206,8,1
3845795,2,1
3873450,31,1
3908601,78,5
3945553,4,1
3989730,0,1
4134609,22,1
7170567,442,7
7378170,242,2
11623687,321,2
13452883,85,1
838460,1125,74
5816828,143,13
6519544,260,3
11345438,479,11
11789083,256,2
147376,234,6
673715,791,4
1143606,54,1
1163452,352,3
1230388,47,3
3021489,291,11
3042409,77,2
3141288,777,67
4581797,670,21
4593747,260,6
5805986,884,1
6659539,161,1
6918519,9,1
7388620,104,1
7510581,220,2
7646837,1400,5
7864996,574,12
7898382,124,43
7983473,83,1
8170203,1471,4
8302732,348,9
8528336,1955,5
9006164,184,4
9197057,1247,37
9312416,381,7
9467077,173,1
9987451,101,1
10299862,128,1
10477803,322,14
10532330,288,4
10630409,74,4
10839123,201,23
10875769,348,1
11068821,77,2
11221109,447,11
11223513,338,6
11242902,125,1
11250528,156,4
11263637,438,63
11271339,319,88
11294619,68,1
11306038,407,6
11306341,324,8
11329047,159,1
11330220,247,25
11361191,222,2
11398588,131,4
11452309,388,2
11496530,233,5
11508515,248,5
11518982,48,3
11526992,336,1
11548089,199,1
11548385,84,1
11563928,66,1
11576279,340,3
11647957,233,8
11651447,7,2
11666712,344,8
11688770,19,1
11707436,804,67
11709186,319,13
11710048,127,5
11749359,639,11
11776468,20,5
11793715,982,7
11799330,57,1
11817031,132,5
